yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,aapi_pop_15to64,black_pop_15to64,latinx_pop_15to64,native_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_pop,female_jail_pop,male_jail_pop,female_adult_jail_pop,female_juvenile_jail_pop,male_adult_jail_pop,male_juvenile_jail_pop,aapi_jail_pop,black_jail_pop,latinx_jail_pop,native_jail_pop,white_jail_pop,other_race_jail_pop,total_jail_pretrial,total_jail_from_prison,total_jail_from_other_jail,total_jail_from_fed,total_jail_from_bia,total_jail_from_bop,total_jail_from_ice,total_jail_from_marshals,total_jail_from_other_fed,jail_rated_capacity,private_jail_flag,regional_jail_flag,total_jail_adm,total_jail_dis,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,aapi_prison_pop,black_prison_pop,latinx_prison_pop,native_prison_pop,other_race_prison_pop,white_prison_pop,aapi_female_prison_pop,aapi_male_prison_pop,black_female_prison_pop,black_male_prison_pop,latinx_female_prison_pop,latinx_male_prison_pop,native_female_prison_pop,native_male_prison_pop,other_race_female_prison_pop,other_race_male_prison_pop,white_female_prison_pop,white_male_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,aapi_prison_adm,black_prison_adm,latinx_prison_adm,native_prison_adm,other_race_prison_adm,white_prison_adm,aapi_female_prison_adm,aapi_male_prison_adm,black_female_prison_adm,black_male_prison_adm,latinx_female_prison_adm,latinx_male_prison_adm,native_female_prison_adm,native_male_prison_adm,other_race_female_prison_adm,other_race_male_prison_adm,white_female_prison_adm,white_male_prison_adm,total_jail_pop_rate,female_jail_pop_rate,male_jail_pop_rate,aapi_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,native_jail_pop_rate,white_jail_pop_rate,total_jail_adm_rate,total_jail_pretrial_rate,total_prison_pop_rate,female_prison_pop_rate,male_prison_pop_rate,aapi_prison_pop_rate,black_prison_pop_rate,latinx_prison_pop_rate,native_prison_pop_rate,white_prison_pop_rate,total_prison_adm_rate,female_prison_adm_rate,male_prison_adm_rate,aapi_prison_adm_rate,black_prison_adm_rate,latinx_prison_adm_rate,native_prison_adm_rate,white_prison_adm_rate
199822069,1998,22069,LA,Natchitoches Parish,38297,25271,13203,12068,117,9293,362,241,15258,rural,South,West South Central,23,35060,1252.26,288,0.27,290.33,0.27,0,290,0.33,0,236.67,0.83,0,52.83,,38.33,,,0,0,0,0,0,0,292.17,0,0,607.27,843.64,,,,,,,200,7,193,,170,0,0,0,30,,,,,,,,,,,,,115,5,110,,102,0,0,0,13,,,,,,,,,,,,,1139.65,2.04,2405.78,0,2546.76,229.28,0,346.24,2403.03,151.68,791.42,53.02,1599.27,,1829.33,0,0,196.62,455.07,37.87,911.5,,1097.6,0,0,85.2
199922069,1999,22069,LA,Natchitoches Parish,38814,25795,13485,12310,125,9517,367,272,15514,rural,South,West South Central,23,35060,1252.26,336,0,339,0,0,339,0,0,276,1,0,62,0,41,295,0,0,0,0,0,0,0,340,0,0,468,728,,,,,,,216,6,210,0,188,0,0,0,28,,,,,,,,,,,,,127,,,0,110,0,0,0,17,,,,,,,,,,,,,1302.58,0,2753.86,0,2900.07,272.48,0,399.64,1814.31,158.95,837.37,44.49,1705.93,0,1975.41,0,0,180.48,492.34,,,0,1155.83,0,0,109.58
200022069,2000,22069,LA,Natchitoches Parish,39089,26120,13665,12455,168,9696,408,282,15566,rural,South,West South Central,23,35060,1252.26,350.83,0,357,0,0,357,0,0,288.17,1.67,0,67.17,0,49.33,305.17,0,0,0,0,0,0,0,355.33,0,0,580.67,892.67,307,1,307,1111,50,1111,,,,,,,,,,,,,,,,,,,,,,102,12,90,0,87,0,0,0,15,,,,,,,,,,,,,1343.15,0,2866.32,0,2972.05,409.31,0,431.52,2223.09,188.86,,,,,,,,,390.51,87.82,722.6,0,897.28,0,0,96.36
200122069,2001,22069,LA,Natchitoches Parish,38844,25985,13582,12403,163,9714,428,283,15397,rural,South,West South Central,23,35060,1252.26,365.67,0,375,0,0,375,0,0,300.33,2.33,0,72.33,0,57.67,315.33,0,0,0,0,0,0,0,370.67,0,0,693.33,1057.33,311,1,311,618,50,618,,,,,,,,,,,,,,,,,,,,,,98,7,91,0,81,0,0,0,17,,,,,,,,,,,,,1407.23,0,3023.46,0,3091.72,544.39,0,469.77,2668.19,221.94,,,,,,,,,377.14,51.54,733.69,0,833.85,0,0,110.41
200222069,2002,22069,LA,Natchitoches Parish,39178,26378,13819,12559,162,9990,450,306,15470,rural,South,West South Central,23,35060,1252.26,380.5,0,393,0,0,393,0,0,312.5,3,0,77.5,0,66,325.5,0,0,0,0,0,0,0,386,0,0,806,1222,360,1,360,416,50,416,,,,,,,,,,,,,,,,,,,,,,107,8,99,0,80,0,0,0,27,,,,,,,,,,,,,1442.49,0,3129.23,0,3128.13,666.67,0,500.97,3055.58,250.21,,,,,,,,,405.64,57.89,788.28,0,800.8,0,0,174.53
200322069,2003,22069,LA,Natchitoches Parish,38924,26159,13707,12452,163,10015,432,307,15242,rural,South,West South Central,23,35060,1252.26,395.33,0,411,0,0,411,0,0,324.67,3.67,0,82.67,0,74.33,335.67,0,0,0,0,0,0,0,401.33,0,0,918.67,1386.67,349,1,349,810,50,810,,,,,,,,,,,,,,,,,,,,,,121,5,116,0,99,0,0,0,22,,,,,,,,,,,,,1511.26,0,3300.67,0,3241.84,849.54,0,542.38,3511.87,284.15,,,,,,,,,462.56,36.48,931.58,0,988.52,0,0,144.34
200422069,2004,22069,LA,Natchitoches Parish,38950,26176,13692,12484,158,10141,445,284,15148,rural,South,West South Central,23,35060,1252.26,410.17,0,429,0,0,429,0,0,336.83,4.33,0,87.83,0,82.67,345.83,0,0,0,0,0,0,0,416.67,0,0,1031.33,1551.33,383,1,383,996,50,996,,,,,,,,,,,,,,,,,,,,,,131,10,121,0,100,0,0,0,31,,,,,,,,,,,,,1566.97,0,3436.4,0,3321.47,973.03,0,579.81,3939.98,315.82,,,,,,,,,500.46,73.04,969.24,0,986.1,0,0,204.65
200522069,2005,22069,LA,Natchitoches Parish,39107,26279,13739,12540,137,10334,448,281,15079,rural,South,West South Central,23,35060,1252.26,425,0,447,0,0,447,0,0,349,5,0,93,0,91,356,0,0,0,0,0,0,0,432,0,0,1144,1716,460,1,460,1179,50,1179,,,,,,,,,,,,,,,,,,,,,,126,,,0,92,0,0,0,34,,,,,,,,,,,,,1617.26,0,3564.59,0,3377.2,1116.07,0,616.75,4353.29,346.28,,,,,,,,,479.47,,,0,890.27,0,0,225.48
200622069,2006,22069,LA,Natchitoches Parish,38984,26059,13727,12332,129,10542,450,283,14655,rural,South,West South Central,23,35060,1252.26,500,0,505,0,0,505,0,0,414,0,0,91,0,122,383,0,0,0,0,0,0,0,432,0,0,858,104,463,1,463,1362,50,1362,,,,,,,,,,,,,,,,,,,,,,128,5,123,0,108,0,0,0,20,,,,,,,,,,,,,1918.72,0,4095.04,0,3927.15,0,0,620.95,3292.53,468.17,,,,,,,,,491.19,36.42,997.41,0,1024.47,0,0,136.47
200722069,2007,22069,LA,Natchitoches Parish,39114,26031,13717,12314,135,10636,456,272,14532,rural,South,West South Central,23,35060,1252.26,472.5,0,471,0,0,471,0,0,386,10.97,0,85,0,141,471,0,0,0,0,0,0,0,445,0,0,572,104,448,1,448,1489,50,1489,,,,,,,,,,,,,,,,,,,,,,147,11,136,,112,,,,34,,,,,,,,,,,,,1815.14,0,3824.91,0,3629.18,2405.7,0,584.92,2197.38,541.66,,,,,,,,,564.71,80.19,1104.43,,1053.03,,,233.97
200822069,2008,22069,LA,Natchitoches Parish,39244,26067,13758,12309,128,10791,450,276,14422,rural,South,West South Central,23,35060,1252.26,445,0,433,0,0,433,0,0,355,12.7,0,78,0,130,0,0,0,0,0,0,0,0,444,0,0,1508,1144,436,1,436,1580,50,1580,,,,,,,,,,,,,,,,,,,,,,142.5,,,,,,,,,,,,,,,,,,,,,1707.14,0,3517.75,0,3289.78,2822.22,0,540.84,5785.09,498.71,,,,,,,,,546.67,,,,,,,
200922069,2009,22069,LA,Natchitoches Parish,39425,26142,13807,12335,124,10965,484,269,14300,rural,South,West South Central,23,35060,1252.26,431,0,424,0,0,424,0,0,299,15,0,110,0,84,424,0,0,0,0,0,0,0,445,0,0,936,1144,438,1,438,1720,50,1720,,,,,,,,,,,,,,,,,,,,,,138,7,131,0,107,0,0,0,31,,,,,,,,,,,,,1648.69,0,3437.37,0,2726.86,3099.17,0,769.23,3580.45,321.32,,,,,,,,,527.89,50.7,1062.02,0,975.83,0,0,216.78
201022069,2010,22069,LA,Natchitoches Parish,39527,26173,13763,12410,172,10974,499,266,14262,rural,South,West South Central,23,35060,1252.26,442,0,458,0,0,458,0,0,325.25,11.93,0,108.17,0,129,329,129,0,0,0,0,0,0,444,0,0,468,156,456,1,455,1900,50,1850,,,,,,,,,,,,,,,,,,,,,,136,14,122,0,110,0,0,0,26,,,,,,,,,,,,,1688.76,0,3690.57,0,2963.82,2390.78,0,758.45,1788.1,492.87,,,,,,,,,519.62,101.72,983.08,0,1002.37,0,0,182.3
201122069,2011,22069,LA,Natchitoches Parish,39380,25989,13648,12341,185,10930,488,266,14120,rural,South,West South Central,23,35060,1252.26,522,0,557,0,0,557,0,0,398.32,9.3,0,118.61,0,123,434,123,0,0,0,0,0,0,565,0,0,676,208,520,1,520,1535,50,1535,,,,,,,,,,,,,,,,,,,,,,152,9,143,0,112,0,0,0,40,,,,,,,,,,,,,2008.54,0,4513.41,0,3644.28,1905.74,0,840.01,2601.1,473.28,,,,,,,,,584.86,65.94,1158.74,0,1024.7,0,0,283.29
201222069,2012,22069,LA,Natchitoches Parish,39335,25852,13581,12271,203,10874,485,273,14017,rural,South,West South Central,23,35060,1252.26,530,0,543,0,0,543,0,0,391,4,0,103,0,113,430,0,3,0,0,0,3,0,565,0,0,3068,1924,520,1,520,1872,50,1872,,,,,,,,,,,,,,,,,,,,,,120,6,114,0,97,0,0,0,23,,,,,,,,,,,,,2050.13,0,4425.07,0,3595.73,824.74,0,734.82,11867.55,437.1,,,,,,,,,464.18,44.18,929.02,0,892.04,0,0,164.09
201322069,2013,22069,LA,Natchitoches Parish,39114,25568,13401,12167,209,10789,489,252,13829,rural,South,West South Central,23,35060,1252.26,480,4,507.5,4,0,507.5,0,0,354,17,0,102,0,129.5,325,0,17,0,0,0,17,0,565,0,0,2574,1690,480,1,480,1503,50,1503,,,,,,,,,,,,,,,,,,,,,,137,6,131,0,94,0,0,0,43,,,,,,,,,,,,,1877.35,29.85,4171.12,0,3281.12,3476.48,0,737.58,10067.27,506.49,,,,,,,,,535.83,44.77,1076.68,0,871.26,0,0,310.94
201422069,2014,22069,LA,Natchitoches Parish,39117,25479,13352,12127,184,10788,480,263,13764,rural,South,West South Central,23,35060,1252.26,490,8,472,8,0,472,0,0,370,4,0,106,0,146,334,0,4,0,0,0,4,0,530,0,0,2080,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,7,125,0,101,0,0,0,31,,,,,,,,,,,,,1923.15,59.92,3892.14,0,3429.74,833.33,0,770.12,8163.59,573.02,,,,,,,,,518.07,52.43,1030.76,0,936.23,0,0,225.23
201522069,2015,22069,LA,Natchitoches Parish,38996,25333,13246,12087,196,10796,494,255,13592,rural,South,West South Central,23,35060,1252.26,435,6,490,6,0,490,0,0,372,3,0,121,0,105,382,0,3,0,0,0,3,0,563,0,0,2304,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.13,45.3,4053.94,0,3445.72,607.29,0,890.23,9094.86,414.48,,,,,,,,,,,,,,,,
201622069,2016,22069,LA,Natchitoches Parish,39005,25172,13133,12039,205,10706,524,254,13483,rural,South,West South Central,23,35060,1252.26,444,4,401,4,0,400,1,0,273,10,0,122,0,107,288,0,10,0,0,0,10,0,565,0,0,2200,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.86,30.46,3330.84,0,2549.97,1908.4,0,904.84,8739.87,425.08,,,,,,,,,,,,,,,,
201722069,2017,22069,LA,Natchitoches Parish,39038,25136,13114,12022,221,10723,522,268,13402,rural,South,West South Central,23,35060,1252.26,488,8,482,8,0,482,0,0,333,7,0,140,0,120,364,0,6,0,0,0,6,0,530,0,0,2598,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.44,61,4009.32,0,3105.47,1341,0,1044.62,10335.77,477.4,,,,,,,,,,,,,,,,
201822069,2018,22069,LA,Natchitoches Parish,38659,24733,12904,11829,214,10618,532,262,13107,rural,South,West South Central,23,35060,1252.26,488,8,482,8,0,482,0,0,333,7,0,140,0,120,364,0,6,0,0,0,6,0,530,0,0,2598,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.07,62,4074.73,0,3136.18,1315.79,0,1068.13,10504.18,485.18,,,,,,,,,,,,,,,,
199022073,1990,22073,LA,Ouachita Parish,142193,91915,48424,43491,580,25732,764,162,64677,small/mid,South,West South Central,313,33740,610.41,544.4,63.18,544.2,63.18,0,540.2,4,0,472.4,12.35,0,132.8,,314,113,16.6,3.4,0,,0,3,0,637.4,0,0,15370.18,15171.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.29,130.47,1251.29,0,1835.85,1616.49,0,205.33,16722.17,341.62,,,,,,,,,,,,,,,,
199122073,1991,22073,LA,Ouachita Parish,143334,92338,48612,43726,633,26165,819,171,64550,small/mid,South,West South Central,313,33740,610.41,410.6,35.27,422.8,35.27,0,416.8,6,0,304.88,11.25,0,143.39,,214,94,16.4,3.6,0,,0,3,0,640.6,0,0,12879.27,12691.55,,,,,,,727,54,673,,507,0,0,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.67,72.55,966.93,0,1165.22,1373.63,0,222.14,13947.96,231.76,787.32,111.08,1539.13,,1937.7,0,0,340.82,,,,,,,,
199222073,1992,22073,LA,Ouachita Parish,145163,93429,49174,44255,665,26889,850,178,64847,small/mid,South,West South Central,313,33740,610.41,534.8,44.36,494.4,44.36,0,486.4,8,0,396.8,9.19,0,130.6,,241,154,24.2,3.8,0,,0,3,0,647.8,0,0,12678.65,12309.58,,,,,,,800,60,740,,561,0,0,0,239,,,,,,,,,,,,,438,34,404,,313,0,0,0,125,,,,,,,,,,,,,572.41,90.21,1117.16,0,1475.7,1081.18,0,201.4,13570.36,257.95,856.27,122.02,1672.13,,2086.36,0,0,368.56,468.81,69.14,912.89,,1164.04,0,0,192.76
199322073,1993,22073,LA,Ouachita Parish,145907,93984,49500,44484,712,27481,881,182,64728,small/mid,South,West South Central,313,33740,610.41,506,39.95,487,39.95,0,449,38,0,359,13.43,0,125,,264.33,24,27,4,0,1,0,3,0,649,0,0,12478.03,11927.62,,,,,,,857,67,790,,595,0,0,0,262,,,,,,,,,,,,,392,26,366,,264,,,,127,,,,,,,,,,,,,538.39,80.71,1094.78,0,1306.36,1524.4,0,193.12,13276.76,281.25,911.86,135.35,1775.92,,2165.13,0,0,404.77,417.09,52.53,822.77,,960.66,,,196.21
199422073,1994,22073,LA,Ouachita Parish,146230,94082,49503,44579,725,27919,909,189,64340,small/mid,South,West South Central,313,33740,610.41,532.17,35.55,498.83,35.55,0,488.5,10.33,0,386,10.82,0,141.83,,303.83,20,28.2,6.33,0,0.83,0,5.5,0,645.17,0,0,12277.4,11545.66,,,,,,,920,57,863,,622,0,0,0,298,,,,,,,,,,,,,442,36,406,,303,0,0,0,139,,,,,,,,,,,,,565.64,71.81,1118.98,0,1382.57,1190.32,0,220.44,13049.68,322.94,977.87,115.14,1935.89,,2227.87,0,0,463.16,469.8,72.72,910.74,,1085.28,0,0,216.04
199522073,1995,22073,LA,Ouachita Parish,147018,94784,49852,44932,752,28583,943,196,64310,small/mid,South,West South Central,313,33740,610.41,517.33,43.64,450.67,43.64,0,444,6.67,0,323,10.74,0,167.67,,343.33,31,29.4,8.67,0,0.67,0,8,0,625.33,0,0,12076.78,11163.7,,,,,,,959,56,903,,672,0,0,0,287,,,,,,,,,,,,,437,33,404,,297,0,0,0,140,,,,,,,,,,,,,545.8,87.54,1003,0,1130.04,1138.92,0,260.72,12741.37,362.22,1011.77,112.33,2009.7,,2351.05,0,0,446.28,461.05,66.2,899.14,,1039.08,0,0,217.7
199622073,1996,22073,LA,Ouachita Parish,147316,95382,50174,45208,779,29193,988,192,64230,small/mid,South,West South Central,313,33740,610.41,499.5,41.73,471.5,41.73,0,466.5,5,0,425,11.93,0,75.5,,334.5,42,30.6,11,0,0.5,0,10.5,0,559.5,0,0,11876.16,10781.74,,,,,,,913,61,852,,630,,,,282,,,,,,,,,,,,,424,46,378,,279,,,,144,,,,,,,,,,,,,523.68,83.17,1042.96,0,1455.83,1207.49,0,117.55,12451.15,350.7,957.2,121.58,1884.62,,2158.05,,,439.05,444.53,91.68,836.14,,955.71,,,224.19
199722073,1997,22073,LA,Ouachita Parish,147692,95878,50408,45470,789,29717,1032,210,64130,small/mid,South,West South Central,313,33740,610.41,425.67,45.82,471.33,45.82,0,468,3.33,0,392,11.14,0,123.33,,325.67,53,31.8,13.33,0,0.33,0,13,0,622.67,0,0,11675.53,10399.78,,,,,,,965,74,891,,702,0,0,0,263,,,,,,,,,,,,,444,43,401,,337,0,0,0,107,,,,,,,,,,,,,443.97,90.9,1036.57,0,1319.11,1079.46,0,192.31,12177.49,339.67,1006.49,146.8,1959.53,,2362.28,0,0,410.1,463.09,85.3,881.9,,1134.03,0,0,166.85
199822073,1998,22073,LA,Ouachita Parish,147640,96020,50479,45541,788,30087,1066,210,63869,small/mid,South,West South Central,313,33740,610.41,386.83,12.91,383.17,12.91,0,377.5,5.67,0,293,7.41,0,102.17,,223.33,64,33,15.67,0,0.17,0,15.5,0,624.83,0,0,11474.91,10017.82,,,,,,,987,81,906,,699,0,0,0,288,,,,,,,,,,,,,460,48,412,,323,0,0,0,137,,,,,,,,,,,,,402.86,25.57,841.37,0,973.84,695.12,0,159.97,11950.54,232.59,1027.91,160.46,1989.42,,2323.26,0,0,450.92,479.07,95.09,904.68,,1073.55,0,0,214.5
199922073,1999,22073,LA,Ouachita Parish,147190,95745,50291,45454,792,30318,1111,230,63294,small/mid,South,West South Central,313,33740,610.41,603,47,557,47,0,557,0,0,430,3.51,0,174,0,408,173.8,54,18,0,0,0,18,0,924,0,0,8684,8008,,,,,,,900,76,824,0,657,0,0,0,243,,,,,,,,,,,,,415,27,388,0,298,0,0,0,117,,,,,,,,,,,,,629.8,93.46,1225.41,0,1418.3,315.93,0,274.91,9069.93,426.13,940,151.12,1812.82,0,2167.03,0,0,383.92,433.44,53.69,853.61,0,982.91,0,0,184.85
200022073,2000,22073,LA,Ouachita Parish,147271,95951,50335,45616,802,30742,1160,225,63022,small/mid,South,West South Central,313,33740,610.41,563.67,41.5,534.17,41.33,0.17,534.17,0,0,387.33,4.42,0,186.83,0,359.83,214.44,0,16.5,0,0,0,16.5,0,784.33,0,0,7982,9126,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,26,444,0,350,0,0,0,120,,,,,,,,,,,,,587.46,82.45,1171.01,0,1259.94,381.03,0,296.45,8318.83,375.01,,,,,,,,,489.83,51.65,973.34,0,1138.51,0,0,190.41
200122073,2001,22073,LA,Ouachita Parish,146789,95903,50234,45669,828,30962,1184,223,62706,small/mid,South,West South Central,313,33740,610.41,634.33,49,610.33,48.67,0.33,610.33,0,0,447.67,5.34,0,208.67,0,390.67,255.06,0,15,0,0,0,15,0,822.67,0,0,8840,10400,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,34,378,0,310,0,0,0,102,,,,,,,,,,,,,661.43,97.54,1336.42,0,1445.87,451.01,0,332.78,9217.65,407.36,,,,,,,,,429.6,67.68,827.69,0,1001.23,0,0,162.66
200222073,2002,22073,LA,Ouachita Parish,147728,96754,50737,46017,834,31482,1275,240,62923,small/mid,South,West South Central,313,33740,610.41,705,56.5,686.5,56,0.5,686.5,0,0,508,6.25,0,230.5,0,421.5,295.7,0,13.5,0,0,0,13.5,0,861,0,0,9698,11674,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,34,508,0,394,0,0,0,148,,,,,,,,,,,,,728.65,111.36,1491.84,0,1613.62,490.2,0,366.32,10023.36,435.64,,,,,,,,,560.18,67.01,1103.94,0,1251.51,0,0,235.21
200322073,2003,22073,LA,Ouachita Parish,148549,97518,51058,46460,901,32263,1352,242,62760,small/mid,South,West South Central,313,33740,610.41,775.67,64,762.67,63.33,0.67,762.67,0,0,568.33,7.17,0,252.33,0,452.33,336.34,0,12,0,0,0,12,0,899.33,0,0,10556,12948,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,42,405,,312,,,,134,,,,,,,,,,,,,795.41,125.35,1641.56,0,1761.55,530.33,0,402.06,10824.67,463.84,,,,,,,,,458.38,82.26,871.72,,967.05,,,213.51
200422073,2004,22073,LA,Ouachita Parish,149293,98443,51287,47156,957,33123,1407,261,62695,small/mid,South,West South Central,313,33740,610.41,846.33,71.5,838.83,70.67,0.83,838.83,0,0,628.67,8.08,0,274.17,0,483.17,376.96,0,10.5,0,0,0,10.5,0,937.67,0,0,11414,14222,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,45,493,,372,,,,165,,,,,,,,,,,,,859.72,139.41,1778.84,0,1897.99,574.27,0,437.31,11594.53,490.81,,,,,,,,,546.51,87.74,1045.47,,1123.09,,,263.18
200522073,2005,22073,LA,Ouachita Parish,149476,98830,51457,47373,988,33886,1481,260,62215,small/mid,South,West South Central,313,33740,610.41,917,79,915,78,1,915,0,0,689,9,0,296,0,514,417.6,0,9,0,0,0,9,0,976,0,0,12272,15496,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,57,625,,481,,,,200,,,,,,,,,,,,,927.86,153.53,1931.48,0,2033.29,607.7,0,475.77,12417.28,520.08,,,,,,,,,690.07,110.77,1319.32,,1419.47,,,321.47
200622073,2006,22073,LA,Ouachita Parish,151183,100435,52459,47976,1042,35622,1585,258,61928,small/mid,South,West South Central,313,33740,610.41,240,81,1003,80,1,1000,3,0,716.75,4.88,0,359.88,0,492.12,320.4,0.12,7.88,0,0,0,7.88,0,1444,0,0,9828,12324,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,71,529,,411,,,,186,,,,,,,,,,,,,238.96,154.41,2090.63,0,2012.1,307.89,0,581.13,9785.43,489.99,,,,,,,,,597.4,135.34,1102.63,,1153.78,,,300.35
200722073,2007,22073,LA,Ouachita Parish,151157,100217,52218,47999,1061,35848,1622,256,61430,small/mid,South,West South Central,313,33740,610.41,584.57,113,1001,112,1,991,10,1,767.5,13.75,0,326.75,0,559.75,514.2,4.25,15.75,0,0,5,10.75,0,1318,0,0,6552,11076,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,74,570,0,426,0,0,0,218,,,,,,,,,,,,,583.3,216.4,2085.46,94.25,2140.98,847.72,0,531.91,6537.81,558.54,,,,,,,,,642.61,141.71,1187.52,0,1188.35,0,0,354.88
200822073,2008,22073,LA,Ouachita Parish,151727,100307,52146,48161,1076,36296,1686,263,60986,small/mid,South,West South Central,313,33740,610.41,929.14,118,1053,117,1,1053,0,1,795.25,13.62,0,353.62,0,627.38,464,0.38,5.62,0,0,0,5.62,0,1432,0,0,9984,13052,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.5,,,,,,,,,,,,,,,,,,,,,926.3,226.29,2186.42,92.94,2191.01,807.83,0,579.84,9953.44,625.46,,,,,,,,,694.37,,,,,,,
200922073,2009,22073,LA,Ouachita Parish,153058,101151,52394,48757,1147,37049,1846,276,60833,small/mid,South,West South Central,313,33740,610.41,1156.71,84,1099,83,1,1099,0,0.99,815.86,30.36,0,326.78,0,593.5,509.8,0.5,14.5,0,0,10,4.5,0,1320,0,0,8580,10972,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,65,684,,513,,,,235,,,,,,,,,,,,,1143.55,160.32,2254.04,86.31,2202.11,1644.64,0,537.18,8482.37,586.75,,,,,,,,,740.48,124.06,1402.88,,1384.65,,,386.3
201022073,2010,22073,LA,Ouachita Parish,153967,101523,52564,48959,1171,37588,1868,259,60637,small/mid,South,West South Central,313,33740,610.41,1149.29,103,1070,100,3,1049,21,1,736.75,26.38,0,396.38,0,654.62,423.6,0.62,10.38,0,0,7,3.38,0,1248,0,0,8320,8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,55,606,0,416,0,0,0,245,,,,,,,,,,,,,1132.05,195.95,2185.5,85.4,1960.07,1412.21,0,653.69,8195.19,644.8,,,,,,,,,651.08,104.63,1237.77,0,1106.74,0,0,404.04
201122073,2011,22073,LA,Ouachita Parish,154631,101934,52795,49139,1155,37968,2027,278,60506,small/mid,South,West South Central,313,33740,610.41,1107.86,102,1106,101,1,1104,2,0.99,767.5,14.25,0,411.25,0,610.75,328.4,3.75,9.25,0,0,7,2.25,0,1348,0,0,9724,10088,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,57,590,,433,,,,213,,,,,,,,,,,,,1086.84,193.2,2250.76,85.71,2021.44,703.01,0,679.68,9539.51,599.16,,,,,,,,,634.72,107.96,1200.68,,1140.43,,,352.03
201222073,2012,22073,LA,Ouachita Parish,155239,101864,52800,49064,1114,38138,2038,274,60300,small/mid,South,West South Central,313,33740,610.41,866.43,106,1176,104,2,1174,2,1,810.25,25.12,0,428.12,0,669.88,362.2,2.88,5.12,0,0,4,1.12,0,1348,0,0,10036,10816,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,60,643,,406,,,,295,,,,,,,,,,,,,850.58,200.76,2396.87,89.77,2124.52,1232.58,0,709.98,9852.35,657.62,,,,,,,,,690.14,113.64,1310.53,,1064.56,,,489.22
201322073,2013,22073,LA,Ouachita Parish,156047,102332,53054,49278,1119,38626,2130,288,60169,small/mid,South,West South Central,313,33740,610.41,2329,124.5,1168.5,122,2.5,1159.5,9,2,1410,7.56,0,877,0,507,1686,175,174,0,174,0,0,0,2355,0,0,8814,10348,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,57,663,,444,,,,273,,,,,,,,,,,,,2275.93,234.67,2371.24,178.73,3650.39,354.93,0,1457.56,8613.14,495.45,,,,,,,,,703.59,107.44,1345.43,,1149.48,,,453.72
201422073,2014,22073,LA,Ouachita Parish,156351,102248,53041,49207,1142,38767,2175,284,59880,small/mid,South,West South Central,313,33740,610.41,2091,143,1161,140,3,1145,16,1.58,1460.5,11,0,831.5,0,661.5,1077.3,1,0,0,0,0,0,0,2565,0,0,7592,9880,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,66,594,,365,,,,294,,,,,,,,,,,,,2045.03,269.6,2359.42,138.35,3767.38,505.75,0,1388.61,7425.08,646.96,,,,,,,,,645.49,124.43,1207.15,,941.52,,,490.98
201522073,2015,22073,LA,Ouachita Parish,156877,102413,53023,49390,1195,38970,2220,288,59740,small/mid,South,West South Central,313,33740,610.41,2204,124,2118,123,1,2108,10,1,1433,16.04,0,776,0,620,583.6,1,0,0,0,0,0,0,2551,1,0,12233,10312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.07,233.86,4288.32,83.68,3677.19,722.52,0,1298.96,11944.77,605.39,,,,,,,,,,,,,,,,
